"","Term","ProbAbstract","ProbConcrete","Classification","Jitter"
"wig","wig",0.00925418645061065,0.990745813549389,"concrete",0.74922
"icy","icy",0.00926517971421444,0.990734820285786,"concrete",0.098
"fern","fern",0.00929927635467683,0.990700723645323,"concrete",0.85571
"jaws","jaws",0.0093229610733983,0.990677038926602,"concrete",0.92316
"bare","bare",0.00933082558922761,0.990669174410772,"concrete",0.20562
"rapier","rapier",0.00933509268269446,0.990664907317306,"concrete",0.67067
"pink","pink",0.00936516499725188,0.990634835002748,"concrete",3e-05
"knapsack","knapsack",0.00943104097738944,0.990568959022611,"concrete",0.59594
"tinder","tinder",0.00943644375677676,0.990563556243223,"concrete",0.97076
"im","im",0.00944462323807805,0.990555376761922,"concrete",0.5484
"wid","wid",0.00952537895298633,0.990474621047014,"concrete",0.16484
"pedigree","pedigree",0.00955115196637184,0.990448848033628,"concrete",0.75058
"vermilion","vermilion",0.00955434871126926,0.990445651288731,"concrete",0.04317
"cinders","cinders",0.00959027595896356,0.990409724041036,"concrete",0.44992
"morocco","morocco",0.00962895837844901,0.990371041621551,"concrete",0.01218
"pouring","pouring",0.00968571919854029,0.99031428080146,"concrete",0.36547
"morrow","morrow",0.00972237118499014,0.99027762881501,"concrete",0.60574
"bandage","bandage",0.00984278967380083,0.990157210326199,"concrete",0.22388
"tardy","tardy",0.00986467286856992,0.99013532713143,"concrete",0.21339
"rays","rays",0.00991891365322805,0.990081086346772,"concrete",0.27087
"dragoons","dragoons",0.00999194626695075,0.990008053733049,"concrete",0.31052
"dom","dom",0.0100064483999929,0.989993551600007,"concrete",0.65734
"coming","coming",0.0100171228018068,0.989982877198193,"concrete",0.20685
"flickering","flickering",0.0100266525701735,0.989973347429827,"concrete",0.80595
"random","random",0.0101294590093265,0.989870540990674,"concrete",0.71525
"unction","unction",0.0101354042673427,0.989864595732657,"concrete",0.76244
"purse","purse",0.0101368875146205,0.98986311248538,"concrete",0.36661
"antlers","antlers",0.0101434508548004,0.9898565491452,"concrete",0.12123
"forty","forty",0.0101950155504086,0.989804984449591,"concrete",0.59487
"snake","snake",0.0102273865444979,0.989772613455502,"concrete",0.07166
"robe","robe",0.0102966288912523,0.989703371108748,"concrete",0.26382
"chancellor","chancellor",0.0103155694049905,0.989684430595009,"concrete",0.44518
"skull","skull",0.0103180598196899,0.98968194018031,"concrete",0.52152
"dimensions","dimensions",0.0103351602754537,0.989664839724546,"concrete",0.84621
"engagements","engagements",0.0103858279880095,0.98961417201199,"concrete",0.18292
"heard","heard",0.0103960729243494,0.989603927075651,"concrete",0.91841
"fore","fore",0.0104471097483754,0.989552890251625,"concrete",0.69028
"plaster","plaster",0.0105396779047374,0.989460322095263,"concrete",0.73435
"spark","spark",0.0105419970624347,0.989458002937565,"concrete",0.47477
"chamber","chamber",0.0105454551604527,0.989454544839547,"concrete",0.64513
"dearie","dearie",0.0105693166157073,0.989430683384293,"concrete",0.80788
"cork","cork",0.0106490487130853,0.989350951286915,"concrete",0.80641
"climbing","climbing",0.0106924754651915,0.989307524534809,"concrete",0.30214
"fun","fun",0.0107023815266208,0.989297618473379,"concrete",0.64975
"margins","margins",0.0107051860567047,0.989294813943295,"concrete",0.99656
"heading","heading",0.0107850376190456,0.989214962380955,"concrete",0.88705
"muslin","muslin",0.0107925172206256,0.989207482779374,"concrete",0.88407
"phi","phi",0.0107942061509888,0.989205793849011,"concrete",0.51262
"napkin","napkin",0.0108116713751261,0.989188328624874,"concrete",0.34873
"roses","roses",0.0108270671603277,0.989172932839672,"concrete",0.11795
"expenditures","expenditures",0.0108553909889443,0.989144609011056,"concrete",0.24303
"twentieth","twentieth",0.0108859692188962,0.989114030781104,"concrete",0.61599
"twinkling","twinkling",0.0110085316555492,0.988991468344451,"concrete",0.91043
"tissue","tissue",0.0110725190219035,0.988927480978096,"concrete",0.43892
"froze","froze",0.0110900337343184,0.988909966265682,"concrete",0.57601
"negotiations","negotiations",0.0111240405832241,0.988875959416776,"concrete",0.75699
"mission","mission",0.0111556613456807,0.988844338654319,"concrete",0.88831
"sta","sta",0.0111882783322184,0.988811721667782,"concrete",0.40532
"dock","dock",0.0112312511835268,0.988768748816473,"concrete",0.833
"l","l",0.0112389649946922,0.988761035005308,"concrete",0.74813
"tide","tide",0.0112503809676772,0.988749619032323,"concrete",0.71251
"wall","wall",0.0112671274127847,0.988732872587215,"concrete",0.38135
"jo","jo",0.0112699729984132,0.988730027001587,"concrete",0.75728
"rosebuds","rosebuds",0.0112707949538017,0.988729205046198,"concrete",0.78345
"effulgence","effulgence",0.0113015817967724,0.988698418203228,"concrete",0.27736
"tennis","tennis",0.011313428604129,0.988686571395871,"concrete",0.67814
"mony","mony",0.0114087463499699,0.98859125365003,"concrete",0.49273
"tarn","tarn",0.0114278860032839,0.988572113996716,"concrete",0.85665
"hoof","hoof",0.0114572638362999,0.9885427361637,"concrete",0.59659
"noon","noon",0.0114906743450458,0.988509325654954,"concrete",0.11656
"thumb","thumb",0.0115216983374348,0.988478301662565,"concrete",0.47698
"spotless","spotless",0.0115240797509352,0.988475920249065,"concrete",0.30041
"waving","waving",0.0115372976148263,0.988462702385174,"concrete",0.34318
"roar","roar",0.0115646358897315,0.988435364110268,"concrete",0.05604
"strap","strap",0.0115951951444855,0.988404804855514,"concrete",0.68235
"shure","shure",0.0117157089342655,0.988284291065734,"concrete",0.53255
"leaves","leaves",0.011730977851006,0.988269022148994,"concrete",0.58522
"swelling","swelling",0.0117558990188109,0.988244100981189,"concrete",0.63437
"predecessor","predecessor",0.0118366189890103,0.98816338101099,"concrete",0.77686
"hie","hie",0.0118791429094436,0.988120857090557,"concrete",0.00545
"perty","perty",0.011893422334737,0.988106577665263,"concrete",0.32368
"read","read",0.0119970600521679,0.988002939947832,"concrete",0.77795
"wolf","wolf",0.0120809941973241,0.987919005802676,"concrete",0.68029
"river","river",0.0121100807616798,0.98788991923832,"concrete",0.88764
"hearse","hearse",0.0121257917088754,0.987874208291125,"concrete",0.21281
"conveyance","conveyance",0.0121259683997233,0.987874031600277,"concrete",0.77813
"chimney","chimney",0.0121284113162769,0.987871588683723,"concrete",0.55873
"vengeance","vengeance",0.0121345027200166,0.987865497279983,"concrete",0.10902
"breech","breech",0.0121471044398509,0.987852895560149,"concrete",0.10655
"wave","wave",0.0121650032503212,0.987834996749679,"concrete",0.61196
"running","running",0.0122034661215688,0.987796533878431,"concrete",0.15478
"jaw","jaw",0.0122196168217558,0.987780383178244,"concrete",0.82474
"pewter","pewter",0.0122264143332602,0.98777358566674,"concrete",0.40553
"falls","falls",0.0122328313449248,0.987767168655075,"concrete",0.95807
"invitations","invitations",0.0122404978945204,0.98775950210548,"concrete",0.4855
"haze","haze",0.0122462349494356,0.987753765050565,"concrete",0.38788
"funeral","funeral",0.0122564663871359,0.987743533612864,"concrete",0.98796
"pile","pile",0.0122787730541996,0.987721226945801,"concrete",0.92516
"stay","stay",0.0122938402254703,0.98770615977453,"concrete",0.77374
"aunty","aunty",0.012348442070858,0.987651557929142,"concrete",0.50307
"stud","stud",0.01242726163002,0.98757273836998,"concrete",0.99735
"b","b",0.0124596114847769,0.987540388515223,"concrete",0.55044
"closes","closes",0.0125022344972769,0.987497765502723,"concrete",0.26132
"doctor","doctor",0.0125392478765653,0.987460752123435,"concrete",0.64879
"potter","potter",0.0125488344159631,0.987451165584037,"concrete",0.20699
"windlass","windlass",0.0125657851011741,0.987434214898826,"concrete",0.36184
"volcano","volcano",0.0125659121210238,0.987434087878976,"concrete",0.82404
"pattern","pattern",0.0126481803254735,0.987351819674526,"concrete",0.87495
"drifts","drifts",0.0127005374406927,0.987299462559307,"concrete",0.60104
"eighteenth","eighteenth",0.0127117107802703,0.98728828921973,"concrete",0.31349
"caring","caring",0.0127662552397645,0.987233744760236,"concrete",0.63594
"darker","darker",0.0127874734588409,0.987212526541159,"concrete",0.99466
"sand","sand",0.0128295456882785,0.987170454311721,"concrete",0.51566
"fathomless","fathomless",0.012881068533686,0.987118931466314,"concrete",0.31606
"duenna","duenna",0.0128993074140484,0.987100692585952,"concrete",0.06692
"diamonds","diamonds",0.0130109952500863,0.986989004749914,"concrete",0.46911
"razor","razor",0.013056913632148,0.986943086367852,"concrete",0.7688
"kindness","kindness",0.0130658584901783,0.986934141509822,"concrete",0.54969
"drinker","drinker",0.0130733805565062,0.986926619443494,"concrete",0.01637
"terrier","terrier",0.013102850776608,0.986897149223392,"concrete",0.09018
"pull","pull",0.0131280923330988,0.986871907666901,"concrete",0.22808
"visitant","visitant",0.0131329729132075,0.986867027086793,"concrete",0.7605
"lava","lava",0.0131749612022891,0.986825038797711,"concrete",0.27947
"yew","yew",0.0132299629735934,0.986770037026407,"concrete",0.41491
"pretty","pretty",0.0132433168820687,0.986756683117931,"concrete",0.01423
"homo","homo",0.0133642025866054,0.986635797413395,"concrete",0.01481
"hatches","hatches",0.0133783560226768,0.986621643977323,"concrete",0.64769
"righteousness","righteousness",0.0134067571006963,0.986593242899304,"concrete",0.36301
"autumn","autumn",0.0134719609039538,0.986528039096046,"concrete",0.84469
"contingent","contingent",0.0134865575972302,0.98651344240277,"concrete",0.59707
"bullets","bullets",0.0135003334076901,0.98649966659231,"concrete",0.30905
"flake","flake",0.0136416337829888,0.986358366217011,"concrete",0.41776
"calf","calf",0.013782194404669,0.986217805595331,"concrete",0.60009
"cage","cage",0.0137967973360443,0.986203202663956,"concrete",0.5364
"shop","shop",0.0138075253490452,0.986192474650955,"concrete",0.31492
"storm","storm",0.0138135527040029,0.986186447295997,"concrete",0.17369
"chapel","chapel",0.0138358638721929,0.986164136127807,"concrete",0.42296
"amour","amour",0.01390035459503,0.98609964540497,"concrete",0.33389
"throws","throws",0.0139519259622322,0.986048074037768,"concrete",0.59125
"smuggling","smuggling",0.0139776227659768,0.986022377234023,"concrete",0.57254
"ensemble","ensemble",0.013995484847088,0.986004515152912,"concrete",0.8131
"eyebrows","eyebrows",0.0140449295411281,0.985955070458872,"concrete",0.11706
"almighty","almighty",0.0140521156025519,0.985947884397448,"concrete",0.12518
"gown","gown",0.014104043816608,0.985895956183392,"concrete",0.97962
"pills","pills",0.0141633111270895,0.985836688872911,"concrete",0.29065
"gem","gem",0.014176307159271,0.985823692840729,"concrete",0.61887
"hasty","hasty",0.0142920723873887,0.985707927612611,"concrete",0.12412
"oath","oath",0.0143091861340014,0.985690813865999,"concrete",0.29089
"zone","zone",0.014324692225684,0.985675307774316,"concrete",0.98422
"uttermost","uttermost",0.0145018336568426,0.985498166343157,"concrete",0.99368
"sapphires","sapphires",0.0145819784388206,0.985418021561179,"concrete",0.1361
"tongs","tongs",0.0146132003948863,0.985386799605114,"concrete",0.4535
"chronicle","chronicle",0.01462951679999,0.98537048320001,"concrete",0.1229
"ceiling","ceiling",0.0148023016614099,0.98519769833859,"concrete",0.67607
"desecration","desecration",0.0148280579747629,0.985171942025237,"concrete",0.27835
"chattering","chattering",0.0148410510089112,0.985158948991089,"concrete",0.14321
"bairn","bairn",0.0148684697660403,0.98513153023396,"concrete",0.95456
"grab","grab",0.0149237451274567,0.985076254872543,"concrete",0.38366
"deer","deer",0.0149365011261965,0.985063498873804,"concrete",0.32691
"shooting","shooting",0.0149772036094674,0.985022796390532,"concrete",0.67173
"waves","waves",0.0149842744632655,0.985015725536735,"concrete",0.23417
"gaiters","gaiters",0.0150268613225616,0.984973138677438,"concrete",0.11906
"sergeant","sergeant",0.0150653282797119,0.984934671720288,"concrete",0.98894
"shod","shod",0.0150728722398726,0.984927127760127,"concrete",0.90997
"crim","crim",0.0151847511435595,0.984815248856441,"concrete",0.38813
"cable","cable",0.0152259244014374,0.984774075598563,"concrete",0.40674
"fourth","fourth",0.0152715900212704,0.98472840997873,"concrete",0.83996
"truer","truer",0.0154014400772982,0.984598559922702,"concrete",0.48406
"tonight","tonight",0.0154358675388701,0.98456413246113,"concrete",0.0595
"snowy","snowy",0.0156199254372915,0.984380074562708,"concrete",0.75367
"cam","cam",0.0156509393849782,0.984349060615022,"concrete",0.40705
"leaf","leaf",0.0157292019418878,0.984270798058112,"concrete",0.51158
"loaf","loaf",0.0157297530373664,0.984270246962634,"concrete",0.97363
"hare","hare",0.0158072331038644,0.984192766896136,"concrete",0.4751
"wart","wart",0.0158358430720755,0.984164156927925,"concrete",0.4983
"basement","basement",0.0158593844096264,0.984140615590374,"concrete",0.69324
"muzzle","muzzle",0.0158648410245858,0.984135158975414,"concrete",0.44999
"spoke","spoke",0.0159012365602934,0.984098763439706,"concrete",0.05483
"breaking","breaking",0.0159161805470311,0.984083819452969,"concrete",0.11191
"baking","baking",0.0159471628595809,0.984052837140419,"concrete",0.51291
"launch","launch",0.0160701418330114,0.983929858166989,"concrete",0.45084
"planet","planet",0.0162233600507263,0.983776639949274,"concrete",0.1212
"hm","hm",0.0162612642563463,0.983738735743654,"concrete",0.48538
"haired","haired",0.0163155452188711,0.983684454781129,"concrete",0.85028
"spoonful","spoonful",0.016437469681339,0.983562530318661,"concrete",0.48051
"mi","mi",0.0164622221529027,0.983537777847097,"concrete",0.86141
"tink","tink",0.0164707848801652,0.983529215119835,"concrete",0.95915
"stately","stately",0.0165681174348922,0.983431882565108,"concrete",0.96493
"jiffy","jiffy",0.0165937338938961,0.983406266106104,"concrete",0.08446
"parishioners","parishioners",0.0166154365068483,0.983384563493152,"concrete",0.01367
"rains","rains",0.0166358639401935,0.983364136059807,"concrete",0.9534
"dirt","dirt",0.0166897018300552,0.983310298169945,"concrete",0.68162
"pow","pow",0.0167380485207921,0.983261951479208,"concrete",0.19928
"cuts","cuts",0.0167883235569928,0.983211676443007,"concrete",0.01757
"closet","closet",0.0167884244466819,0.983211575553318,"concrete",0.39011
"shows","shows",0.0168007935688814,0.983199206431119,"concrete",0.68207
"gallows","gallows",0.0168311642169152,0.983168835783085,"concrete",0.0374
"tumble","tumble",0.0169148940305081,0.983085105969492,"concrete",0.00412
"tang","tang",0.0169473005043366,0.983052699495663,"concrete",0.13348
"statement","statement",0.0169539379393245,0.983046062060675,"concrete",0.62996
"score","score",0.0169694956460997,0.9830305043539,"concrete",0.24156
"zenith","zenith",0.0169756497720847,0.983024350227915,"concrete",0.18805
"turret","turret",0.0169763669862635,0.983023633013737,"concrete",0.86376
"eagle","eagle",0.0170394393181534,0.982960560681847,"concrete",0.44778
"poker","poker",0.0171159234021891,0.982884076597811,"concrete",0.09913
"shrill","shrill",0.0171443760741863,0.982855623925814,"concrete",0.73367
"hairy","hairy",0.0171666533441397,0.98283334665586,"concrete",0.13789
"carnation","carnation",0.0172384828449774,0.982761517155022,"concrete",0.72372
"syllables","syllables",0.0172569101275135,0.982743089872487,"concrete",0.27366
"tresses","tresses",0.017329646529943,0.982670353470057,"concrete",0.66217
"clashing","clashing",0.0174573068928942,0.982542693107106,"concrete",0.01549
"kittens","kittens",0.0174692894567293,0.982530710543271,"concrete",0.91277
"hes","hes",0.0174803516729798,0.98251964832702,"concrete",0.66291
"nigh","nigh",0.0174805163664889,0.982519483633511,"concrete",0.10679
"splendor","splendor",0.0176162083696695,0.98238379163033,"concrete",0.72405
"ensign","ensign",0.0176306445516685,0.982369355448331,"concrete",0.01474
"directory","directory",0.017679504038506,0.982320495961494,"concrete",0.36665
"advertisements","advertisements",0.0176914269587421,0.982308573041258,"concrete",0.42757
"hoss","hoss",0.0177487867551319,0.982251213244868,"concrete",0.73717
"cat","cat",0.0177928556929739,0.982207144307026,"concrete",0.30798
"handy","handy",0.0179062466170449,0.982093753382955,"concrete",0.53084
"trumpets","trumpets",0.0179176672936183,0.982082332706382,"concrete",0.69797
"sunlight","sunlight",0.0179448048428928,0.982055195157107,"concrete",0.76525
"house","house",0.0179759438762478,0.982024056123752,"concrete",0.58763
"battery","battery",0.0182776475730257,0.981722352426974,"concrete",0.89384
"shutting","shutting",0.0182801964156337,0.981719803584366,"concrete",0.61078
"wood","wood",0.0182802592323796,0.98171974076762,"concrete",0.31654
"ope","ope",0.0183399157680286,0.981660084231971,"concrete",0.37372
"bin","bin",0.0183513930201184,0.981648606979882,"concrete",0.77146
"marksman","marksman",0.0183847117902608,0.981615288209739,"concrete",0.78401
"waters","waters",0.0183881011070825,0.981611898892918,"concrete",0.22044
"outpouring","outpouring",0.018392488216427,0.981607511783573,"concrete",0.94315
"microscope","microscope",0.0184558582787924,0.981544141721208,"concrete",0.05356
"vials","vials",0.0184993314087886,0.981500668591211,"concrete",0.53607
"accomplishment","accomplishment",0.0185068349362686,0.981493165063731,"concrete",0.58899
"looms","looms",0.0185775844380426,0.981422415561958,"concrete",0.5012
"dragon","dragon",0.0186309730377344,0.981369026962266,"concrete",0.60461
"cough","cough",0.0186813772454761,0.981318622754524,"concrete",0.13709
"flip","flip",0.0187803159914564,0.981219684008544,"concrete",0.60345
"ing","ing",0.0188106148154407,0.981189385184559,"concrete",0.46073
"thar","thar",0.01888419901192,0.98111580098808,"concrete",0.01791
"trunk","trunk",0.0189919209759492,0.981008079024051,"concrete",0.17231
"chop","chop",0.0191303004396192,0.980869699560381,"concrete",0.6183
"earnest","earnest",0.0191540108101487,0.980845989189851,"concrete",0.36684
"grace","grace",0.0191783354051705,0.980821664594829,"concrete",0.63141
"tour","tour",0.0192730813261774,0.980726918673823,"concrete",0.22466
"giver","giver",0.0192846679123595,0.980715332087641,"concrete",0.45176
"fragments","fragments",0.0193300038817791,0.980669996118221,"concrete",0.21717
"toll","toll",0.0194336580311291,0.980566341968871,"concrete",0.16729
"since","since",0.0195143567840228,0.980485643215977,"concrete",0.58622
"min","min",0.0195472274112929,0.980452772588707,"concrete",0.20301
"lation","lation",0.019550909599722,0.980449090400278,"concrete",0.11059
"greenness","greenness",0.0195525396051892,0.980447460394811,"concrete",0.29281
"psalm","psalm",0.0195838345668368,0.980416165433163,"concrete",0.64852
"scraps","scraps",0.0196377187833526,0.980362281216647,"concrete",0.39263
"rein","rein",0.0196386335541002,0.9803613664459,"concrete",0.67874
"empty","empty",0.0196820267158696,0.98031797328413,"concrete",0.80551
"ballast","ballast",0.0196871963545101,0.98031280364549,"concrete",0.08975
"overseer","overseer",0.0198237252410771,0.980176274758923,"concrete",0.26992
"tattoo","tattoo",0.0198402366022324,0.980159763397768,"concrete",0.06354
"stroke","stroke",0.019888148919422,0.980111851080578,"concrete",0.58166
"fog","fog",0.0199326461123099,0.98006735388769,"concrete",0.60994
"loud","loud",0.0199448104116756,0.980055189588324,"concrete",0.84315
"donna","donna",0.0199515852620226,0.980048414737977,"concrete",0.55435
"consuming","consuming",0.0200546078337997,0.9799453921662,"concrete",0.8208
"coin","coin",0.0200598040855661,0.979940195914434,"concrete",0.99994
"story","story",0.0200634251572735,0.979936574842726,"concrete",0.6911
"blank","blank",0.0201042597660066,0.979895740233993,"concrete",0.11832
"chestnut","chestnut",0.0201485393233286,0.979851460676671,"concrete",0.36321
"knife","knife",0.0201736467062236,0.979826353293776,"concrete",0.75995
"clam","clam",0.0202325350172237,0.979767464982776,"concrete",0.52489
"standard","standard",0.0202454270370549,0.979754572962945,"concrete",0.73745
"guy","guy",0.0203340921624484,0.979665907837552,"concrete",0.39983
"shaking","shaking",0.0203388470346432,0.979661152965357,"concrete",0.43903
"wick","wick",0.0203669649150605,0.979633035084939,"concrete",0.28042
"garments","garments",0.0203851732593743,0.979614826740626,"concrete",0.31432
"stays","stays",0.0203914185842728,0.979608581415727,"concrete",0.96294
"drip","drip",0.0203939984090331,0.979606001590967,"concrete",0.18962
"shrunk","shrunk",0.0205778263934523,0.979422173606548,"concrete",0.49313
"mm","mm",0.0207960147322392,0.979203985267761,"concrete",0.65933
"steam","steam",0.0208215889073324,0.979178411092668,"concrete",0.54121
"glamour","glamour",0.0208863874000278,0.979113612599972,"concrete",0.03848
"yon","yon",0.0209136570199747,0.979086342980025,"concrete",0.29301
"colour","colour",0.0210025236207603,0.97899747637924,"concrete",0.31103
"dry","dry",0.0211891168123636,0.978810883187637,"concrete",0.56537
"principals","principals",0.0211977451174987,0.978802254882501,"concrete",0.25659
"pumpkins","pumpkins",0.0212697777816127,0.978730222218387,"concrete",0.27286
"cracks","cracks",0.0212842283571004,0.9787157716429,"concrete",0.32714
"ledger","ledger",0.0213760795241782,0.978623920475822,"concrete",0.08724
"troth","troth",0.0213847135450911,0.978615286454909,"concrete",0.13673
"instant","instant",0.0214184869538843,0.978581513046116,"concrete",0.30125
"arteries","arteries",0.0214307245766571,0.978569275423343,"concrete",0.99833
"promontory","promontory",0.021472867040521,0.978527132959479,"concrete",0.96732
"whirlwind","whirlwind",0.0214755817321049,0.978524418267895,"concrete",0.52614
"credentials","credentials",0.0215021842834562,0.978497815716544,"concrete",0.97497
"spree","spree",0.0216024163219558,0.978397583678044,"concrete",0.23778
"tears","tears",0.0216157687910487,0.978384231208951,"concrete",0.61757
"errands","errands",0.021630215216039,0.978369784783961,"concrete",0.22582
"casts","casts",0.0216435888554301,0.97835641114457,"concrete",0.56177
"stares","stares",0.0216500463372204,0.97834995366278,"concrete",0.86716
"lick","lick",0.0216733575582191,0.978326642441781,"concrete",0.83542
"pater","pater",0.0217444562269245,0.978255543773075,"concrete",0.08902
"emerald","emerald",0.0218425768154964,0.978157423184504,"concrete",0.08335
"wus","wus",0.0218954017878152,0.978104598212185,"concrete",0.90904
"suggestions","suggestions",0.0219076820291972,0.978092317970803,"concrete",0.95618
"salt","salt",0.0219915943172821,0.978008405682718,"concrete",0.54653
"gush","gush",0.0220509408938319,0.977949059106168,"concrete",0.71354
"deed","deed",0.0220783929750831,0.977921607024917,"concrete",0.17086
"bim","bim",0.0220896190277954,0.977910380972205,"concrete",0.55202
"wer","wer",0.0221989062071805,0.977801093792819,"concrete",0.45674
"alabaster","alabaster",0.0222641232540774,0.977735876745923,"concrete",0.47927
"footfall","footfall",0.0224009969147462,0.977599003085254,"concrete",0.83132
"laurel","laurel",0.0224127900333976,0.977587209966603,"concrete",0.52223
"accuracy","accuracy",0.0224464144881341,0.977553585511866,"concrete",0.91553
"faded","faded",0.0224951380900574,0.977504861909943,"concrete",0.92908
"gunners","gunners",0.0226001920068769,0.977399807993123,"concrete",0.32617
"kick","kick",0.0226415980879054,0.977358401912095,"concrete",0.28879
"pledge","pledge",0.022726304784896,0.977273695215104,"concrete",0.66398
"club","club",0.0227356748030533,0.977264325196947,"concrete",0.90432
"foot","foot",0.0228339021422293,0.977166097857771,"concrete",0.35107
"hoarse","hoarse",0.0228690035502381,0.977130996449762,"concrete",0.32738
"brands","brands",0.0229327396135499,0.97706726038645,"concrete",0.79658
"shed","shed",0.0229874381129867,0.977012561887013,"concrete",0.30392
"watchman","watchman",0.0230335195273791,0.976966480472621,"concrete",0.79694
"braid","braid",0.0231029150589656,0.976897084941034,"concrete",0.60846
"expediency","expediency",0.0231138281943379,0.976886171805662,"concrete",0.45681
"prayer","prayer",0.0231466341084356,0.976853365891564,"concrete",0.53463
"bomb","bomb",0.0233212706390464,0.976678729360954,"concrete",0.05891
"hone","hone",0.0234295425672605,0.97657045743274,"concrete",0.5905
"swept","swept",0.0234659542737494,0.976534045726251,"concrete",0.84535
"lighting","lighting",0.0234667158302599,0.97653328416974,"concrete",0.02711
"dining","dining",0.0234707611908288,0.976529238809171,"concrete",0.02944
"haw","haw",0.0235182355589518,0.976481764441048,"concrete",0.4052
"mat","mat",0.0235699622886663,0.976430037711334,"concrete",0.54219
"tress","tress",0.0235837442783544,0.976416255721645,"concrete",0.28694
"mammoth","mammoth",0.0236358642285075,0.976364135771493,"concrete",0.34187
"quick","quick",0.0236662957355853,0.976333704264415,"concrete",0.24742
"kitchen","kitchen",0.0236816920614269,0.976318307938573,"concrete",0.2786
"aside","aside",0.0237336359292254,0.976266364070775,"concrete",0.58939
"magazines","magazines",0.0237690363558372,0.976230963644163,"concrete",0.34945
"stands","stands",0.0238428065749149,0.976157193425085,"concrete",0.15257
"shovels","shovels",0.0238569910001429,0.976143008999857,"concrete",0.58723
"hallucination","hallucination",0.0239815104195392,0.976018489580461,"concrete",0.58316
"splendors","splendors",0.0240673235546058,0.975932676445394,"concrete",0.93148
"ducking","ducking",0.0241307912353817,0.975869208764618,"concrete",0.25515
"twas","twas",0.0242137122398017,0.975786287760198,"concrete",0.17839
"boo","boo",0.0242372249836136,0.975762775016386,"concrete",0.29584
"headed","headed",0.0242809761580814,0.975719023841919,"concrete",0.95009
"mush","mush",0.0243385171606011,0.975661482839399,"concrete",0.0148
"mists","mists",0.0244109016077147,0.975589098392285,"concrete",0.34342
"bells","bells",0.024679877885092,0.975320122114908,"concrete",0.97252
"brows","brows",0.0246853279183168,0.975314672081683,"concrete",0.48025
"stained","stained",0.0246861572710635,0.975313842728937,"concrete",0.11747
"squat","squat",0.0248129303620766,0.975187069637923,"concrete",0.15304
"silk","silk",0.024888719502385,0.975111280497615,"concrete",0.36175
"shimmer","shimmer",0.024889427595858,0.975110572404142,"concrete",0.81671
"canter","canter",0.024912768043584,0.975087231956416,"concrete",0.43992
"sim","sim",0.0249621795047909,0.975037820495209,"concrete",0.63237
"ripples","ripples",0.0251404987742373,0.974859501225763,"concrete",0.74443
"keel","keel",0.0252114402757418,0.974788559724258,"concrete",0.97078
"whale","whale",0.02525271782688,0.97474728217312,"concrete",0.70511
"ordeal","ordeal",0.0253567923465233,0.974643207653477,"concrete",0.61929
"spit","spit",0.0253723724357308,0.974627627564269,"concrete",0.2521
"ar","ar",0.0253849238349748,0.974615076165025,"concrete",0.38701
"auntie","auntie",0.0254450008681596,0.97455499913184,"concrete",0.59655
"thrashing","thrashing",0.0254588121402959,0.974541187859704,"concrete",0.71993
"clasp","clasp",0.0254828726548911,0.974517127345109,"concrete",0.37166
"air","air",0.0254931061833243,0.974506893816676,"concrete",0.7259
"shook","shook",0.0256519898165034,0.974348010183497,"concrete",0.06155
"boa","boa",0.0259837356812996,0.9740162643187,"concrete",0.7088
"unkindness","unkindness",0.0260290105466624,0.973970989453338,"concrete",0.292
"beginning","beginning",0.0262885849351003,0.9737114150649,"concrete",0.83758
"crack","crack",0.0262896177571791,0.973710382242821,"concrete",0.28244
"beat","beat",0.026305635830522,0.973694364169478,"concrete",0.41989
"grinning","grinning",0.0263932437028718,0.973606756297128,"concrete",0.00995
"rabbit","rabbit",0.0264967989714905,0.97350320102851,"concrete",0.76088
"verity","verity",0.0265631926249347,0.973436807375065,"concrete",0.22976
"sharp","sharp",0.0266154465206933,0.973384553479307,"concrete",0.09455
"dimness","dimness",0.0266370921456905,0.973362907854309,"concrete",0.66645
"ribbon","ribbon",0.0266448797024527,0.973355120297547,"concrete",0.78376
"dim","dim",0.0266457883245048,0.973354211675495,"concrete",0.37582
"delivery","delivery",0.0267562000724214,0.973243799927579,"concrete",0.66515
"h","h",0.0268225498047364,0.973177450195264,"concrete",0.33898
"shutter","shutter",0.0269159109382763,0.973084089061724,"concrete",0.06641
"forks","forks",0.0270165215377476,0.972983478462253,"concrete",0.71162
"bishop","bishop",0.0270771452203969,0.972922854779603,"concrete",0.97935
"goddess","goddess",0.027080225407901,0.972919774592099,"concrete",0.82
"channel","channel",0.0271336355690101,0.97286636443099,"concrete",0.29227
"leaps","leaps",0.0271574767798708,0.972842523220129,"concrete",0.71442
"hove","hove",0.0272987607158225,0.972701239284177,"concrete",0.65281
"gloves","gloves",0.0273082932770563,0.972691706722944,"concrete",0.31201
"yesterday","yesterday",0.0273317858873671,0.972668214112633,"concrete",0.66751
"scalp","scalp",0.0276106463384271,0.972389353661573,"concrete",0.53938
"satin","satin",0.0276504795816036,0.972349520418396,"concrete",0.7075
"granite","granite",0.0277282770489408,0.972271722951059,"concrete",0.45286
"fuller","fuller",0.0277694899375392,0.972230510062461,"concrete",0.75359
"eat","eat",0.0279503803953489,0.972049619604651,"concrete",0.65612
"son","son",0.0280515579228729,0.971948442077127,"concrete",0.05715
