"","Term","ProbAbstract","ProbConcrete","Classification","Jitter"
"meddling","meddling",0.999863853516792,0.000136146483208058,"abstract",0.06522
"clergymen","clergymen",0.999863932653722,0.000136067346277729,"abstract",0.67938
"dyspepsia","dyspepsia",0.99986455368486,0.000135446315140404,"abstract",0.27255
"inn","inn",0.999864571534993,0.00013542846500713,"abstract",0.04255
"alone","alone",0.999864675812493,0.000135324187507074,"abstract",0.61575
"maxims","maxims",0.999864695148491,0.000135304851509154,"abstract",0.10293
"eminence","eminence",0.999865703541214,0.000134296458786437,"abstract",0.31041
"solitary","solitary",0.999866129252847,0.000133870747152552,"abstract",0.30528
"cowards","cowards",0.999866393406535,0.000133606593464694,"abstract",0.85864
"fancies","fancies",0.999866728631123,0.000133271368877434,"abstract",0.03812
"perish","perish",0.999866754053711,0.000133245946288548,"abstract",0.40775
"cages","cages",0.999866995252841,0.000133004747159277,"abstract",0.39637
"dishonor","dishonor",0.99986752880042,0.000132471199580185,"abstract",0.86574
"funds","funds",0.999867532332099,0.000132467667901386,"abstract",0.04668
"cannibals","cannibals",0.999867614479047,0.000132385520952729,"abstract",0.51397
"deficiency","deficiency",0.999867888090272,0.000132111909727693,"abstract",0.05034
"inhumanity","inhumanity",0.999867960709133,0.000132039290866726,"abstract",0.98151
"tonic","tonic",0.999868138179832,0.000131861820168433,"abstract",0.71364
"eyebrow","eyebrow",0.999868148134795,0.000131851865205359,"abstract",0.51675
"scowl","scowl",0.999868257925334,0.000131742074665722,"abstract",0.75398
"divers","divers",0.999869015457815,0.000130984542184636,"abstract",0.26769
"grievances","grievances",0.999869232664011,0.00013076733598901,"abstract",0.55103
"inhabitant","inhabitant",0.999869363246619,0.000130636753381369,"abstract",0.81924
"hirelings","hirelings",0.999869417031463,0.000130582968536961,"abstract",0.82972
"angle","angle",0.999869438712061,0.000130561287938765,"abstract",0.2876
"donkeys","donkeys",0.999870322111521,0.000129677888478848,"abstract",0.0592
"confederate","confederate",0.99987130227801,0.000128697721990341,"abstract",0.21675
"polls","polls",0.999871512948988,0.000128487051011909,"abstract",0.41022
"insects","insects",0.999871950911829,0.000128049088171492,"abstract",0.85837
"assistant","assistant",0.99987238531279,0.000127614687210465,"abstract",0.57768
"novels","novels",0.999872601831207,0.000127398168792851,"abstract",0.44331
"overseers","overseers",0.999872764489206,0.000127235510793986,"abstract",0.99617
"fines","fines",0.999872795386158,0.000127204613841984,"abstract",0.69404
"servitude","servitude",0.999873296836588,0.000126703163411665,"abstract",0.15912
"hardships","hardships",0.999873403463978,0.000126596536022302,"abstract",0.53534
"vermin","vermin",0.99987351138691,0.000126488613089834,"abstract",0.62213
"craft","craft",0.999873828087347,0.000126171912653399,"abstract",0.9701
"friendless","friendless",0.999874121592612,0.000125878407388075,"abstract",0.23907
"plash","plash",0.999874135309433,0.000125864690567355,"abstract",0.99606
"gage","gage",0.999874211365373,0.000125788634626548,"abstract",0.53725
"culprits","culprits",0.999874412923383,0.000125587076616825,"abstract",0.91914
"footfalls","footfalls",0.999874527774193,0.000125472225807313,"abstract",0.17651
"vie","vie",0.999874671723873,0.00012532827612687,"abstract",0.4132
"tarpaulin","tarpaulin",0.99987513463185,0.00012486536814988,"abstract",0.03965
"affluence","affluence",0.99987551804447,0.000124481955530248,"abstract",0.6057
"veterans","veterans",0.999875844656225,0.000124155343774678,"abstract",0.48916
"limit","limit",0.999876638310492,0.000123361689508294,"abstract",0.64218
"deserters","deserters",0.999877039573256,0.000122960426743995,"abstract",0.64802
"lawns","lawns",0.999877174479023,0.000122825520976861,"abstract",0.37999
"situations","situations",0.999877462937431,0.000122537062569075,"abstract",0.80611
"wards","wards",0.999877464078711,0.000122535921288482,"abstract",0.07858
"teaches","teaches",0.999877756422192,0.000122243577807548,"abstract",0.81951
"lunatics","lunatics",0.999877826519947,0.000122173480052598,"abstract",0.61107
"discreet","discreet",0.999877989907565,0.000122010092434999,"abstract",0.29338
"luxuriance","luxuriance",0.999878473767079,0.000121526232921328,"abstract",0.98439
"islands","islands",0.999878808165448,0.00012119183455217,"abstract",0.34571
"extracts","extracts",0.999879105430267,0.000120894569732767,"abstract",0.24226
"section","section",0.999879113231268,0.000120886768731909,"abstract",0.4534
"degree","degree",0.999879693555582,0.000120306444418204,"abstract",0.1314
"trying","trying",0.999880041133497,0.000119958866503039,"abstract",0.1781
"objects","objects",0.999880150025996,0.000119849974004299,"abstract",0.43556
"dictionary","dictionary",0.99988028070297,0.000119719297029929,"abstract",0.13031
"lodgment","lodgment",0.999881032410122,0.000118967589878074,"abstract",0.59537
"fraternity","fraternity",0.999881413487869,0.000118586512131037,"abstract",0.88469
"cranium","cranium",0.99988142496969,0.000118575030310233,"abstract",0.98189
"ascendency","ascendency",0.999881684506429,0.000118315493570928,"abstract",0.402
"distraction","distraction",0.999881697425397,0.000118302574602777,"abstract",0.88876
"fevers","fevers",0.99988191815263,0.000118081847369537,"abstract",0.032
"monarchy","monarchy",0.999882143835454,0.000117856164546161,"abstract",0.73725
"boast","boast",0.999882235938339,0.000117764061661004,"abstract",0.97878
"vat","vat",0.999882276813374,0.000117723186625678,"abstract",0.08387
"boulevards","boulevards",0.99988273783009,0.000117262169909638,"abstract",0.20066
"incredulity","incredulity",0.9998828505412,0.000117149458800467,"abstract",0.29872
"cashier","cashier",0.999883033786367,0.00011696621363316,"abstract",0.42777
"matters","matters",0.999883064576839,0.000116935423161282,"abstract",0.6733
"plant","plant",0.999883112276807,0.000116887723192667,"abstract",0.22185
"grove","grove",0.999883217340342,0.000116782659657735,"abstract",0.51647
"emissary","emissary",0.999883277650935,0.000116722349065325,"abstract",0.73224
"kinds","kinds",0.999883881242892,0.000116118757108277,"abstract",0.27502
"penury","penury",0.999884268676937,0.000115731323063021,"abstract",0.20359
"archers","archers",0.99988452414958,0.000115475850419754,"abstract",0.2503
"sameness","sameness",0.999885296527341,0.000114703472659104,"abstract",0.57704
"sorrows","sorrows",0.999885430347289,0.00011456965271144,"abstract",0.66743
"starving","starving",0.999886316603583,0.000113683396416845,"abstract",0.4257
"beatings","beatings",0.999886685653301,0.000113314346698876,"abstract",0.38347
"freshman","freshman",0.99988742946387,0.000112570536129817,"abstract",0.41829
"ordering","ordering",0.999887693025457,0.00011230697454353,"abstract",0.75658
"feel","feel",0.999887895768044,0.000112104231955587,"abstract",0.70614
"gasps","gasps",0.999887959549878,0.000112040450121522,"abstract",0.57471
"charities","charities",0.999888062382981,0.000111937617018871,"abstract",0.52397
"waifs","waifs",0.999888165382247,0.000111834617752844,"abstract",0.96971
"prescriptions","prescriptions",0.999888256077577,0.000111743922423112,"abstract",0.82142
"results","results",0.999888296615928,0.000111703384072026,"abstract",0.01397
"vestry","vestry",0.999888529855231,0.000111470144768902,"abstract",0.32746
"pronunciation","pronunciation",0.999888965790524,0.000111034209476423,"abstract",0.33466
"annuity","annuity",0.999889044294714,0.000110955705286176,"abstract",0.47823
"stumps","stumps",0.999889153439003,0.000110846560997002,"abstract",0.07344
"persons","persons",0.999889160851948,0.000110839148052129,"abstract",0.05819
"adviser","adviser",0.999889601597603,0.000110398402397407,"abstract",0.8088
"gods","gods",0.999889795955957,0.000110204044042887,"abstract",0.47824
"ville","ville",0.999889869292264,0.000110130707735663,"abstract",0.69561
"resolves","resolves",0.999890061468206,0.000109938531794284,"abstract",0.12272
"killer","killer",0.999890206921364,0.000109793078635622,"abstract",0.0803
"fares","fares",0.999890236461652,0.000109763538347802,"abstract",0.48984
"addresses","addresses",0.999890292967355,0.000109707032644994,"abstract",0.01014
"commander","commander",0.999890419169641,0.000109580830358437,"abstract",0.78212
"instructors","instructors",0.999891106997357,0.000108893002642752,"abstract",0.01469
"idleness","idleness",0.999891269555339,0.000108730444660749,"abstract",0.10853
"cascades","cascades",0.999891325454712,0.000108674545288416,"abstract",0.11912
"dozens","dozens",0.99989171243582,0.000108287564179563,"abstract",0.37391
"sage","sage",0.999891903699038,0.000108096300961892,"abstract",0.42805
"torpor","torpor",0.999891965421259,0.000108034578740944,"abstract",0.13486
"holders","holders",0.999892537873748,0.000107462126251901,"abstract",0.28742
"needlework","needlework",0.99989268509609,0.000107314903909543,"abstract",0.12324
"may","may",0.999892854133746,0.000107145866254236,"abstract",0.1838
"shoals","shoals",0.999892904314092,0.000107095685907983,"abstract",0.11496
"femme","femme",0.99989304698266,0.000106953017339664,"abstract",0.5324
"corridors","corridors",0.999893114009994,0.000106885990005906,"abstract",0.79653
"delusion","delusion",0.99989317048172,0.000106829518279643,"abstract",0.04036
"myriads","myriads",0.999893208936909,0.000106791063091479,"abstract",0.13297
"respectability","respectability",0.999893320935488,0.000106679064512354,"abstract",0.02329
"drudge","drudge",0.999893567932767,0.000106432067233019,"abstract",0.15863
"sort","sort",0.999893636112607,0.000106363887393578,"abstract",0.57497
"hor","hor",0.999893718207965,0.000106281792034645,"abstract",0.75938
"realms","realms",0.999893781453718,0.000106218546282017,"abstract",0.28522
"rumpus","rumpus",0.999893894617966,0.000106105382033729,"abstract",0.43906
"press","press",0.999893907459918,0.000106092540081937,"abstract",0.65314
"confusion","confusion",0.99989395691239,0.000106043087609699,"abstract",0.323
"precise","precise",0.999894082468518,0.000105917531481972,"abstract",0.09077
"extreme","extreme",0.999894464334446,0.000105535665554317,"abstract",0.99663
"disposition","disposition",0.999894698116156,0.000105301883844043,"abstract",0.60788
"wailing","wailing",0.999895326193671,0.000104673806328745,"abstract",0.39873
"nameless","nameless",0.999895733901675,0.000104266098324788,"abstract",0.96967
"marine","marine",0.999895812219003,0.000104187780996785,"abstract",0.93877
"result","result",0.999895924663277,0.000104075336722594,"abstract",0.97015
"miscreant","miscreant",0.999896030632837,0.000103969367163187,"abstract",0.44496
"horsemanship","horsemanship",0.99989629373587,0.000103706264130079,"abstract",0.04277
"speeches","speeches",0.999896301183132,0.00010369881686821,"abstract",0.2472
"worry","worry",0.999896521277642,0.000103478722357692,"abstract",0.45418
"brocade","brocade",0.999896533101335,0.00010346689866475,"abstract",0.85001
"patronage","patronage",0.999897273831091,0.000102726168908511,"abstract",0.71014
"ravings","ravings",0.999897279331648,0.000102720668351621,"abstract",0.91351
"claim","claim",0.999897480407936,0.00010251959206386,"abstract",0.83298
"ditches","ditches",0.999897797799548,0.000102202200452364,"abstract",0.22955
"feud","feud",0.999898023656391,0.000101976343609255,"abstract",0.89188
"stanch","stanch",0.999898082296789,0.000101917703210776,"abstract",0.14664
"shelves","shelves",0.99989822141188,0.000101778588120269,"abstract",0.86967
"farmer","farmer",0.999898338364399,0.000101661635600902,"abstract",0.40583
"arrivals","arrivals",0.999898784936457,0.000101215063543099,"abstract",0.01283
"mistakes","mistakes",0.999898846274365,0.000101153725635329,"abstract",0.77977
"ess","ess",0.999898953262201,0.000101046737799584,"abstract",0.94977
"amusing","amusing",0.999899188910929,0.000100811089070733,"abstract",0.52763
"trans","trans",0.999899259034875,0.00010074096512541,"abstract",0.84493
"caresses","caresses",0.999899316024972,0.0001006839750279,"abstract",0.58862
"buoyancy","buoyancy",0.999899466310006,0.000100533689993718,"abstract",0.65085
"meanness","meanness",0.999899517795832,0.000100482204168369,"abstract",0.08768
"objections","objections",0.999899746353354,0.000100253646645893,"abstract",0.73363
"boun","boun",0.999899752766293,0.000100247233707032,"abstract",0.0052
"cabbages","cabbages",0.999899920261884,0.000100079738116184,"abstract",0.58548
"rectitude","rectitude",0.999899937894099,0.000100062105900642,"abstract",0.32616
"fierceness","fierceness",0.999900591346114,9.94086538856385e-05,"abstract",0.79636
"cowboys","cowboys",0.999901001858267,9.89981417329436e-05,"abstract",0.2792
"sinking","sinking",0.999901059145581,9.89408544191697e-05,"abstract",0.45083
"alien","alien",0.999901318350141,9.86816498588336e-05,"abstract",0.70003
"blind","blind",0.999901374775369,9.86252246307532e-05,"abstract",0.98903
"gentry","gentry",0.999902404567626,9.75954323744464e-05,"abstract",0.58492
"jurors","jurors",0.999902953302781,9.70466972185204e-05,"abstract",0.08406
"calico","calico",0.999903052472044,9.69475279559966e-05,"abstract",0.786
"adherence","adherence",0.999903080559126,9.69194408740934e-05,"abstract",0.50823
"disposed","disposed",0.999903118012815,9.68819871847902e-05,"abstract",0.7374
"twos","twos",0.999903498415541,9.65015844588153e-05,"abstract",0.32582
"col","col",0.999903896720987,9.61032790133572e-05,"abstract",0.18262
"mean","mean",0.99990396997502,9.60300249798061e-05,"abstract",0.84843
"animosity","animosity",0.999904260106688,9.5739893312166e-05,"abstract",0.71738
"person","person",0.999904467156193,9.55328438073175e-05,"abstract",0.29608
"pas","pas",0.999904529379228,9.54706207716579e-05,"abstract",0.27667
"complex","complex",0.999904540146638,9.54598533615781e-05,"abstract",0.63366
"mouse","mouse",0.999904690360643,9.53096393568741e-05,"abstract",0.69378
"station","station",0.999904844855239,9.51551447612765e-05,"abstract",0.74358
"aggregate","aggregate",0.999904879403672,9.51205963279747e-05,"abstract",0.29549
"sphinx","sphinx",0.999904997118528,9.50028814721743e-05,"abstract",0.81006
"weal","weal",0.999905048883919,9.49511160807921e-05,"abstract",0.42285
"consultations","consultations",0.999905271261729,9.47287382714942e-05,"abstract",0.09279
"studies","studies",0.999905422355126,9.45776448735823e-05,"abstract",0.5855
"hosts","hosts",0.999905422724741,9.45772752593967e-05,"abstract",0.86148
"sloop","sloop",0.999905753112024,9.42468879765009e-05,"abstract",0.23834
"jumper","jumper",0.999906046013418,9.3953986581814e-05,"abstract",0.60903
"climes","climes",0.999906311519633,9.36884803668322e-05,"abstract",0.84007
"pioneers","pioneers",0.999906322101953,9.36778980471402e-05,"abstract",0.13767
"womankind","womankind",0.99990683804194,9.31619580603603e-05,"abstract",0.88624
"insults","insults",0.999907008385342,9.29916146575772e-05,"abstract",0.09145
"antidote","antidote",0.999907347673756,9.26523262440503e-05,"abstract",0.36933
"secretary","secretary",0.999908081605279,9.19183947213609e-05,"abstract",0.01606
"abstract","abstract",0.999908183930116,9.18160698838634e-05,"abstract",0.28103
"solicitations","solicitations",0.999908669857539,9.13301424606636e-05,"abstract",0.99418
"dissipation","dissipation",0.999908775633086,9.12243669143659e-05,"abstract",0.59764
"events","events",0.999908895783752,9.11042162476877e-05,"abstract",0.87126
"smells","smells",0.999908992189905,9.10078100948967e-05,"abstract",0.57286
"tumblers","tumblers",0.99990917687574,9.08231242602648e-05,"abstract",0.97579
"clime","clime",0.999909191319482,9.08086805183863e-05,"abstract",0.50667
"decency","decency",0.999909293111022,9.07068889782172e-05,"abstract",0.81172
"immersion","immersion",0.999909465323403,9.05346765973293e-05,"abstract",0.90623
"patriot","patriot",0.999909481784624,9.0518215376007e-05,"abstract",0.21297
"insist","insist",0.999909572998151,9.04270018493694e-05,"abstract",0.55979
"tragedies","tragedies",0.999909616103833,9.03838961667682e-05,"abstract",0.98996
"bungling","bungling",0.999909644509029,9.03554909707548e-05,"abstract",0.83148
"general","general",0.999910146622868,8.98533771324219e-05,"abstract",0.24967
"pews","pews",0.999910164042362,8.98359576375442e-05,"abstract",0.11479
"low","low",0.999910532164954,8.9467835045767e-05,"abstract",0.50907
"doings","doings",0.999911228391499,8.87716085009804e-05,"abstract",0.70833
"subterfuge","subterfuge",0.99991124346435,8.87565356499801e-05,"abstract",0.34749
"interpretation","interpretation",0.99991137680489,8.86231951099318e-05,"abstract",0.56965
"idlers","idlers",0.999911844245479,8.81557545210772e-05,"abstract",0.26465
"widowhood","widowhood",0.999911857054108,8.81429458923583e-05,"abstract",0.47174
"coward","coward",0.999911927424517,8.80725754827745e-05,"abstract",0.70821
"straps","straps",0.999911933494631,8.8066505369262e-05,"abstract",0.07739
"await","await",0.99991204235216,8.79576478404227e-05,"abstract",0.60687
"prisoners","prisoners",0.999912223225429,8.77767745709307e-05,"abstract",0.39076
"biography","biography",0.999912303766095,8.76962339044832e-05,"abstract",0.70017
"tel","tel",0.999912382262889,8.76177371108901e-05,"abstract",0.14739
"creditors","creditors",0.999912412461506,8.75875384942804e-05,"abstract",0.09573
"flea","flea",0.999912528530751,8.74714692486558e-05,"abstract",0.23332
"premature","premature",0.999912780172337,8.72198276634393e-05,"abstract",0.94753
"demi","demi",0.999912915888424,8.70841115756783e-05,"abstract",0.91507
"consul","consul",0.999912917852049,8.70821479513016e-05,"abstract",0.557
"steering","steering",0.999913334609536,8.666539046444e-05,"abstract",0.03243
"festivity","festivity",0.999913402640978,8.65973590224847e-05,"abstract",0.83043
"accusations","accusations",0.999913615216274,8.63847837255556e-05,"abstract",0.39518
"want","want",0.999913632032268,8.63679677321638e-05,"abstract",0.88704
"blockade","blockade",0.999913658007974,8.63419920256772e-05,"abstract",0.13728
"rebels","rebels",0.999913827025733,8.61729742670775e-05,"abstract",0.23537
"paradox","paradox",0.999913897782067,8.61022179325273e-05,"abstract",0.42437
"nobility","nobility",0.999914022680777,8.59773192230713e-05,"abstract",0.94394
"finer","finer",0.999914102919845,8.58970801553599e-05,"abstract",0.99905
"vanities","vanities",0.999914313113216,8.56868867842571e-05,"abstract",0.76507
"farmers","farmers",0.999914673227749,8.5326772250826e-05,"abstract",0.76501
"competency","competency",0.999915144989846,8.48550101543403e-05,"abstract",0.0188
"establishments","establishments",0.999915174482842,8.48255171585187e-05,"abstract",0.15075
"encampment","encampment",0.999915911155863,8.40888441370096e-05,"abstract",0.41354
"amateur","amateur",0.999915930550889,8.40694491115136e-05,"abstract",0.97789
"bliss","bliss",0.999916167265956,8.38327340436381e-05,"abstract",0.01969
"privations","privations",0.999916183423816,8.38165761840107e-05,"abstract",0.93997
"pilgrims","pilgrims",0.999916212683039,8.37873169606789e-05,"abstract",0.95775
"workshop","workshop",0.999916383298194,8.36167018055379e-05,"abstract",0.12801
"knob","knob",0.99991642001415,8.35799858503148e-05,"abstract",0.39825
"fields","fields",0.999916465299778,8.35347002225875e-05,"abstract",0.13886
"recollection","recollection",0.999916512883453,8.34871165469397e-05,"abstract",0.92072
"influence","influence",0.999916647510839,8.33524891609049e-05,"abstract",0.3796
"feed","feed",0.999916884371513,8.31156284869524e-05,"abstract",0.62071
"haven","haven",0.999916926060112,8.30739398882185e-05,"abstract",0.7892
"nunnery","nunnery",0.999917321226126,8.26787738739918e-05,"abstract",0.04043
"rascals","rascals",0.999917380634454,8.26193655464075e-05,"abstract",0.54237
"beggars","beggars",0.999917483214923,8.2516785077043e-05,"abstract",0.09392
"nuptials","nuptials",0.99991757874283,8.24212571698453e-05,"abstract",0.98287
"sailors","sailors",0.999917628378372,8.2371621627787e-05,"abstract",0.90726
"symptoms","symptoms",0.999917671576555,8.23284234452958e-05,"abstract",0.31713
"ties","ties",0.999917838912364,8.21610876357325e-05,"abstract",0.99269
"suffering","suffering",0.999917905340056,8.20946599444659e-05,"abstract",0.06146
"cargoes","cargoes",0.999917979319717,8.20206802832512e-05,"abstract",0.43879
"cabinets","cabinets",0.999918162781739,8.18372182607699e-05,"abstract",0.35537
"susceptibility","susceptibility",0.999918395046058,8.16049539419115e-05,"abstract",0.53871
"pretext","pretext",0.999918503006316,8.14969936837464e-05,"abstract",0.87923
"respects","respects",0.99991902330556,8.09766944403012e-05,"abstract",0.74581
"recesses","recesses",0.999919035445414,8.09645545856396e-05,"abstract",0.34696
"reform","reform",0.999919192630947,8.08073690527226e-05,"abstract",0.26713
"appendage","appendage",0.999919322348813,8.06776511875607e-05,"abstract",0.64013
"infidelity","infidelity",0.999919838375424,8.01616245756771e-05,"abstract",0.92506
"interview","interview",0.999919937527653,8.00624723469432e-05,"abstract",0.98226
"conveniences","conveniences",0.999920009080281,7.9990919719046e-05,"abstract",0.84559
"statements","statements",0.999920220592002,7.97794079975293e-05,"abstract",0.91088
"divide","divide",0.999920650635079,7.93493649214761e-05,"abstract",0.89984
"combatants","combatants",0.99992076172113,7.92382788702145e-05,"abstract",0.95146
"official","official",0.999921179606414,7.8820393586403e-05,"abstract",0.65357
"correctness","correctness",0.999921369297775,7.86307022249063e-05,"abstract",0.59662
"notoriety","notoriety",0.999921396103252,7.86038967479213e-05,"abstract",0.656
"morals","morals",0.999921479432963,7.85205670367846e-05,"abstract",0.00382
"impotence","impotence",0.999921480368174,7.85196318263187e-05,"abstract",0.2887
"generation","generation",0.999921746982382,7.82530176176705e-05,"abstract",0.19201
"artifice","artifice",0.999921813380081,7.81866199183908e-05,"abstract",0.52356
"sence","sence",0.999921817038445,7.81829615554355e-05,"abstract",0.55637
"vice","vice",0.99992182761486,7.817238514025e-05,"abstract",0.25788
"claims","claims",0.999922102282065,7.78977179345701e-05,"abstract",0.99389
"trays","trays",0.999922216956691,7.77830433088443e-05,"abstract",0.81134
"attempt","attempt",0.999922235187969,7.77648120307175e-05,"abstract",0.69364
"hospital","hospital",0.999922385056706,7.76149432936023e-05,"abstract",0.57219
"gist","gist",0.999922394576595,7.76054234050029e-05,"abstract",0.45348
"legislature","legislature",0.999922666205537,7.73337944631321e-05,"abstract",0.92823
"whining","whining",0.999922837400557,7.7162599443171e-05,"abstract",0.62901
"deprecating","deprecating",0.999922906085318,7.70939146824992e-05,"abstract",0.3293
"sentences","sentences",0.999922926500395,7.70734996044999e-05,"abstract",0.86858
"checks","checks",0.999922985783512,7.70142164882378e-05,"abstract",0.28353
"infidels","infidels",0.999923365609855,7.66343901448674e-05,"abstract",0.49444
"mutter","mutter",0.999923527321319,7.64726786806922e-05,"abstract",0.32337
"questioner","questioner",0.999923592847166,7.64071528335841e-05,"abstract",0.57843
"initials","initials",0.999924087236569,7.59127634304656e-05,"abstract",0.69211
"rhetoric","rhetoric",0.999924227914295,7.57720857045296e-05,"abstract",0.85003
"pleasantness","pleasantness",0.99992438177542,7.56182245797321e-05,"abstract",0.85011
"prospects","prospects",0.999924465509199,7.55344908009641e-05,"abstract",0.91819
"scratching","scratching",0.999924551422764,7.54485772358377e-05,"abstract",0.87376
"wilds","wilds",0.999924834201925,7.51657980748732e-05,"abstract",0.576
"reprobate","reprobate",0.999924856732327,7.51432676725447e-05,"abstract",0.71916
"ideas","ideas",0.999925040189064,7.49598109355582e-05,"abstract",0.83179
"institution","institution",0.999925046364821,7.49536351789618e-05,"abstract",0.65169
"boasts","boasts",0.999925068178573,7.49318214268439e-05,"abstract",0.31827
"spot","spot",0.999925142737883,7.48572621171852e-05,"abstract",0.24608
"defeat","defeat",0.999925167088823,7.48329111769241e-05,"abstract",0.14405
"worldliness","worldliness",0.999925244506847,7.47554931534681e-05,"abstract",0.76341
"consolation","consolation",0.999925317354952,7.46826450480039e-05,"abstract",0.0817
"fabrics","fabrics",0.999925671964504,7.4328035495646e-05,"abstract",0.86494
"grievance","grievance",0.999925719565806,7.42804341937987e-05,"abstract",0.80167
"energy","energy",0.999925817163277,7.41828367225905e-05,"abstract",0.4037
"bona","bona",0.999925872814296,7.41271857034815e-05,"abstract",0.14293
"innocent","innocent",0.999925935452188,7.4064547812448e-05,"abstract",0.66541
"enclosure","enclosure",0.999925974950758,7.40250492420302e-05,"abstract",0.12209
"coating","coating",0.999926068988192,7.39310118082089e-05,"abstract",0.74284
"assiduity","assiduity",0.999926129682906,7.38703170936457e-05,"abstract",0.83805
"disturbances","disturbances",0.999926201011168,7.37989888323347e-05,"abstract",0.6575
"beholder","beholder",0.999926519132239,7.34808677608219e-05,"abstract",0.22502
"union","union",0.999926634391181,7.33656088185162e-05,"abstract",0.4288
"sports","sports",0.99992690566615,7.30943338504054e-05,"abstract",0.37646
"buyers","buyers",0.999926926699714,7.30733002862777e-05,"abstract",0.431
"crush","crush",0.999926964710351,7.30352896492329e-05,"abstract",0.34365
"breeds","breeds",0.99992726813754,7.27318624596928e-05,"abstract",0.84265
"milliner","milliner",0.999927441665323,7.25583346768077e-05,"abstract",0.43356
"designs","designs",0.99992759261107,7.24073889302525e-05,"abstract",0.02648
"imprudence","imprudence",0.999927619543228,7.23804567725904e-05,"abstract",0.14167
"bushels","bushels",0.999927695956401,7.23040435987577e-05,"abstract",0.6657
"wretchedness","wretchedness",0.999927918352942,7.20816470576536e-05,"abstract",0.47835
"ejaculation","ejaculation",0.999928461467054,7.1538532945655e-05,"abstract",0.2526
"excellence","excellence",0.999928613628473,7.13863715272096e-05,"abstract",0.96114
"bandit","bandit",0.999928629216223,7.13707837764859e-05,"abstract",0.89123
"phenomena","phenomena",0.999928689567803,7.13104321965916e-05,"abstract",0.73559
"gasping","gasping",0.999928712370624,7.12876293764917e-05,"abstract",0.92455
"patronizing","patronizing",0.999928854389434,7.11456105656476e-05,"abstract",0.11655
"precautions","precautions",0.999929053469498,7.09465305018254e-05,"abstract",0.70036
"places","places",0.999929058445364,7.09415546363982e-05,"abstract",0.25088
"tacit","tacit",0.999929376168698,7.06238313016425e-05,"abstract",0.24323
"toms","toms",0.999929484201768,7.05157982321212e-05,"abstract",0.97325
"factions","factions",0.999929553198977,7.04468010227026e-05,"abstract",0.32429
"frailties","frailties",0.999929733698756,7.02663012435727e-05,"abstract",0.385
"fickle","fickle",0.999929881136275,7.01188637250278e-05,"abstract",0.42188
"rogues","rogues",0.999930015262152,6.99847378484185e-05,"abstract",0.15558
"prodigal","prodigal",0.999930197727962,6.98022720384108e-05,"abstract",0.25951
"slain","slain",0.999930522912154,6.94770878455155e-05,"abstract",0.26369
"culture","culture",0.999930546619266,6.94533807338675e-05,"abstract",0.52926
"obstacle","obstacle",0.99993062487388,6.93751261199878e-05,"abstract",0.6331
"layers","layers",0.999930628850454,6.9371149546303e-05,"abstract",0.02012
"dwell","dwell",0.999930775535433,6.92244645673473e-05,"abstract",0.16268
"attack","attack",0.999930964354407,6.90356455927072e-05,"abstract",0.74869
"management","management",0.999931372638238,6.86273617617538e-05,"abstract",0.45401
"drowsy","drowsy",0.999931505122122,6.84948778782959e-05,"abstract",0.74506
"jacks","jacks",0.999932059597479,6.79404025213428e-05,"abstract",0.94818
"ethics","ethics",0.999932069843599,6.79301564012339e-05,"abstract",0.66028
"trivial","trivial",0.999932113297228,6.78867027723769e-05,"abstract",0.29366
"ion","ion",0.999932378423371,6.76215766289509e-05,"abstract",0.26832
"benefactors","benefactors",0.999932454815463,6.75451845372113e-05,"abstract",0.09809
"violent","violent",0.999932574145593,6.7425854406914e-05,"abstract",0.17074
"pretence","pretence",0.999933005648824,6.69943511756837e-05,"abstract",0.86276
"divorces","divorces",0.999933215471093,6.67845289066853e-05,"abstract",0.92227
"grand","grand",0.999933335391609,6.66646083906792e-05,"abstract",0.6521
"reparation","reparation",0.999933581194954,6.64188050464681e-05,"abstract",0.13245
"representatives","representatives",0.999933662379392,6.63376206077809e-05,"abstract",0.75189
"surmise","surmise",0.99993385673589,6.61432641102618e-05,"abstract",0.34225
"accoutrements","accoutrements",0.999933982351304,6.60176486960499e-05,"abstract",0.38175
"wolves","wolves",0.99993406754533,6.59324546699238e-05,"abstract",0.94117
"centers","centers",0.999934138963399,6.5861036601038e-05,"abstract",0.84085
"guileless","guileless",0.999934347125709,6.56528742907668e-05,"abstract",0.46101
"cents","cents",0.999934601816837,6.53981831634106e-05,"abstract",0.83072
"fantasy","fantasy",0.999934621956946,6.53780430537726e-05,"abstract",0.89701
"fleas","fleas",0.999934724050043,6.52759499568725e-05,"abstract",0.72389
"despairing","despairing",0.999934853330455,6.51466695448586e-05,"abstract",0.13078
"rickety","rickety",0.99993498999354,6.50100064604633e-05,"abstract",0.58923
"cruisers","cruisers",0.999935108383587,6.48916164130922e-05,"abstract",0.93959
"characteristics","characteristics",0.999935133546601,6.48664533986923e-05,"abstract",0.92155
"gravitation","gravitation",0.999935745745026,6.42542549735376e-05,"abstract",0.49122
"sickening","sickening",0.999936649419838,6.33505801616267e-05,"abstract",0.21577
"riot","riot",0.999936674049658,6.33259503418832e-05,"abstract",0.49674
"metaphor","metaphor",0.999936722714299,6.32772857007833e-05,"abstract",0.2828
"submission","submission",0.999936812155463,6.31878445372915e-05,"abstract",0.405
